New Line No. ,New line no.,Current System Organ Class (SOC) Term,Current SOC Key,Current High Level Term (HLT),Current HLT Key,Current Preferred Term (PT),Current PT Key,Current Low Level Term (LLT),Current LLT Key,Current Term Type
925,400464,Eye disorders,8,Retinal disorders,63,Retinal degeneration,287,Taurine-deficient retinopathy,464,A
926,400465,Eye disorders,8,Retinal disorders,63,Retinal detachment,288,Retinal detachment,465,C
927,400466,Eye disorders,8,Retinal disorders,63,Retinal disorder NOS,289,Retinal disorder NOS,466,C
928,400467,Eye disorders,8,Retinal disorders,63,Retinal haemorrhage,290,Retinal haemorrhage,467,C
929,402459,Eye disorders,8,Scleral and conjunctival disorders,64,Conjunctival haemorrhage,990,Conjunctival haemorrhage,2459,A
930,401107,Eye disorders,8,Scleral and conjunctival disorders,64,Conjunctival oedema (for Facial oedema see Immune system disorders),1149,Chemosis,1107,C
931,401108,Eye disorders,8,Scleral and conjunctival disorders,64,Conjunctival oedema (for Facial oedema see Immune system disorders),1149,Conjunctival oedema,1108,C
932,401394,Eye disorders,8,Scleral and conjunctival disorders,64,Conjunctivitis,291,Conjunctival irritation,1394,C
933,400469,Eye disorders,8,Scleral and conjunctival disorders,64,Conjunctivitis,291,Conjunctivitis,469,C
934,401353,Eye disorders,8,Scleral and conjunctival disorders,64,Eye redness,669,Bloodshot eye,1353,C
935,402830,Eye disorders,8,Scleral and conjunctival disorders,64,Eye redness,669,Conjunctival reddening,2830,C
936,400457,Eye disorders,8,Scleral and conjunctival disorders,64,Eye redness,669,Eye redness,457,C
937,402462,Eye disorders,8,Scleral and conjunctival disorders,64,Eye redness,669,Injected sclera,2462,C
938,402016,Eye disorders,8,Scleral and conjunctival disorders,64,Eye redness,669,Pink eye,2016,C
939,401721,Eye disorders,8,Scleral and conjunctival disorders,64,Eye redness,669,Red eye,1721,C
940,402831,Eye disorders,8,Scleral and conjunctival disorders,64,Eye redness,669,Scleral haemorrhage,2831,C
941,400470,Eye disorders,8,Scleral and conjunctival disorders,64,Keratoconjunctivitis,292,Keratoconjunctivitis,470,C
942,400472,Eye disorders,8,Scleral and conjunctival disorders,64,Keratoconjunctivitis sicca,293,Dry eye,472,C
943,400471,Eye disorders,8,Scleral and conjunctival disorders,64,Keratoconjunctivitis sicca,293,Keratoconjunctivitis sicca,471,C
944,400475,Eye disorders,8,Scleral and conjunctival disorders,64,Scleritis,294,Inflammation of eye coat,475,C
945,400473,Eye disorders,8,Scleral and conjunctival disorders,64,Scleritis,294,Scleritis,473,C
946,400474,Eye disorders,8,Scleral and conjunctival disorders,64,Scleritis,294,Sclerotitis,474,C
947,400503,Hepato-biliary disorders,9,Congenital hepato-biliary disorders,68,Congenital hepato-biliary disorder,311,Congenital hepato-biliary disorder,503,C
948,402762,Hepato-biliary disorders,9,Congenital hepato-biliary disorders,68,Congenital hepato-biliary disorder,311,Congenital liver shunt NOS,2762,C
949,402314,Hepato-biliary disorders,9,Congenital hepato-biliary disorders,68,Congenital hepato-biliary disorder,311,Hepatic biliary cysts,2314,C
950,400504,Hepato-biliary disorders,9,Congenital hepato-biliary disorders,68,Congenital hepato-biliary disorder,311,Portacaval shunt,504,C
951,400476,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholangiohepatitis,295,Cholangiohepatitis,476,C
952,401344,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholangitis,296,Bile duct inflammation,1344,C
953,400477,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholangitis,296,Cholangitis,477,C
954,402316,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholangitis,296,Chronic cholangitis,2316,C
955,402317,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholangitis,296,Suppurative cholangitis,2317,C
956,400479,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholecystitis,297,Cholecystitis,479,C
957,400478,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholecystitis,297,Gall bladder inflammation,478,C
958,401377,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholelithiasis,732,Cholelithiasis,1377,C
959,401487,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Cholelithiasis,732,Gall stone,1487,C
960,400480,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Gall bladder & bile duct disorder NOS,298,Gall bladder & bile duct disorder NOS,480,C
961,402626,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Gall bladder mucocele,1020,Biliary sludge,2626,C
962,402627,Hepato-biliary disorders,9,Gall bladder and bile duct disorders,65,Gall bladder mucocele,1020,Gall bladder mucocele,2627,C
963,400483,Hepato-biliary disorders,9,Hepatic disorders,66,Fatty liver,300,Fatty liver,483,C
964,402321,Hepato-biliary disorders,9,Hepatic disorders,66,Fatty liver,300,Hepatic lipidosis (steatosis),2321,C
965,400484,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic abscess,301,Hepatic abscess,484,C
966,400485,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic abscess,301,Liver abscess,485,C
967,400486,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic encephalopathy,302,Hepatic encephalopathy,486,C
968,400497,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic failure,638,Hepatic failure,497,C
969,401109,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic failure,638,Liver failure,1109,C
970,400487,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic fibrosis,303,Cirrhosis,487,C
971,402324,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic fibrosis,303,Cirrhosis (micronodular or macronodular) chronic active hepatitis,2324,C
972,402322,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic fibrosis,303,Glisson's capsule fibrosis,2322,C
973,400489,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic fibrosis,303,Hepatic cirrhosis,489,C
974,400488,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic fibrosis,303,Hepatic fibrosis,488,C
975,400490,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic fibrosis,303,Liver fibrosis,490,C
976,400491,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic necrosis,304,Hepatic necrosis,491,C
977,400492,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatic toxicosis,305,Hepatic toxicosis,492,C
978,402323,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatitis,306,Caseous/granulomatous hepatitis (tuberculosis),2323,C
979,402763,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatitis,306,Chronic hepatitis,2763,C
980,402325,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatitis,306,Granulomatous hepatitis,2325,C
981,400493,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatitis,306,Hepatitis,493,C
982,402326,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatitis,306,Necrotic hepatitis,2326,C
983,402327,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatitis,306,Suppurative hepatitis,2327,C
984,400495,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatomegaly,307,Enlarged liver,495,C
985,400494,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatomegaly,307,Hepatomegaly,494,C
986,402119,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Hepatic cytolysis,2119,C
987,401520,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Hepatic disorder NOS,1520,C
988,400498,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Hepatic insufficiency,498,C
989,400496,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Hepatopathy,496,C
990,401579,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Liver damage aggravated,1579,C
991,402120,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Liver degeneration,2120,C
992,401943,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Liver disorder NOS,1943,C
993,402017,Hepato-biliary disorders,9,Hepatic disorders,66,Hepatopathy,308,Small liver,2017,C
994,402904,Hepato-biliary disorders,9,Hepatic disorders,66,Liver nodules,2903,Liver nodules,2904,C
995,400502,Hepato-biliary disorders,9,Hepatic vascular disorders,67,Hepatic vascular disorder,310,Hepatic vascular disorder,502,C
996,402764,Hepato-biliary disorders,9,Hepatic vascular disorders,67,Liver shunt NOS,1136,Liver shunt NOS,2764,C
997,402765,Hepato-biliary disorders,9,Hepatic vascular disorders,67,"Liver shunt, acquired",1137,"Liver shunt, acquired",2765,C
998,402018,Hepato-biliary disorders,9,Hepato-biliary disorders,233,Hepato-biliary disorder NOS,923,Hepato-biliary disorder NOS,2018,C
999,400515,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Allergic oedema,515,C
1000,402239,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Anal oedema,2239,C
1001,400516,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Angioedema,516,C
1002,401462,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Face and neck swelling (see also Skin),1462,C
1003,401110,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Facial oedema,1110,C
1004,400517,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Facial swelling (see also Skin),517,C
1005,401577,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Lip oedema (see also Skin),1577,C
1006,402767,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Localised allergic oedema NOS,2767,C
1007,401111,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Quincke's oedema,1111,C
1008,402240,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Rectal oedema,2240,C
1009,402766,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Swollen eyelid (see also Eyelid disorders in Eye disorders),2766,C
1010,401811,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Swollen face (see also Skin),1811,C
1011,401817,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Swollen lip (see also Skin),1817,C
1012,402905,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Swollen muzzle,2905,A
1013,402121,Immune system disorders,10,Allergic conditions,72,Allergic oedema,320,Vulvar oedema,2121,C
1014,401305,Immune system disorders,10,Allergic conditions,72,Allergic rhinitis,706,Allergic rhinitis,1305,C
1015,401308,Immune system disorders,10,Allergic conditions,72,Allergy to food,707,Allergy to food,1308,C
1016,401481,Immune system disorders,10,Allergic conditions,72,Allergy to food,707,Food allergy,1481,C
1017,401112,Immune system disorders,10,Allergic conditions,72,Anaphylaxis,317,Anaphylactic shock,1112,C
1018,401114,Immune system disorders,10,Allergic conditions,72,Anaphylaxis,317,Anaphylactic-type reaction,1114,C
1019,401113,Immune system disorders,10,Allergic conditions,72,Anaphylaxis,317,Anaphylactoid reaction,1113,C
1020,400512,Immune system disorders,10,Allergic conditions,72,Anaphylaxis,317,Anaphylaxis,512,C
1021,401115,Immune system disorders,10,Allergic conditions,72,Anaphylaxis,317,Generalised allergic reaction NOS,1115,C
1022,400513,Immune system disorders,10,Allergic conditions,72,Atopic allergy NOS,318,Atopic allergy NOS (see also Skin),513,C
1023,402076,Immune system disorders,10,Allergic conditions,72,Hypersensitivity reaction,319,Allergic pruritus,2076,C
1024,401304,Immune system disorders,10,Allergic conditions,72,Hypersensitivity reaction,319,Allergic reaction,1304,C
1025,401306,Immune system disorders,10,Allergic conditions,72,Hypersensitivity reaction,319,Allergic skin reaction,1306,C
1026,401307,Immune system disorders,10,Allergic conditions,72,Hypersensitivity reaction,319,Allergy NOS,1307,C
1027,400514,Immune system disorders,10,Allergic conditions,72,Hypersensitivity reaction,319,Hypersensitivity NOS,514,C
1028,402241,Immune system disorders,10,Allergic conditions,72,Hypersensitivity reaction,319,Hypersensitivity reaction,2241,C
1029,401525,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Hives (see also Skin),1525,C
1030,400519,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Nettle rash (see also Skin),519,C
1031,401645,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Nettle-like rash (see also Skin),1645,C
1032,400521,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Urticaria,521,C
1033,401859,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Urticarial erythema,1859,C
1034,401860,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Urticarial rash,1860,C
1035,401875,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Welt,1875,C
1036,400520,Immune system disorders,10,Allergic conditions,72,Urticaria,321,Wheal,520,C
1037,400508,Immune system disorders,10,Autoimmune disorders,70,Autoimmune disorder NOS,313,Autoimmune disorder NOS,508,C
1038,504360,Immune system disorders,10,Autoimmune disorders,70,Immune mediated encephalitis,3078,Immune mediated encephalitis,3079,C
1039,401896,Immune system disorders,10,Autoimmune disorders,70,Immune mediated haemolytic anaemia,882,Immune mediated haemolytic anaemia,1896,C
1040,504362,Immune system disorders,10,Autoimmune disorders,70,Immune mediated meningitis,3080,Immune mediated meningitis,3081,C
1041,504364,Immune system disorders,10,Autoimmune disorders,70,Immune mediated myelitis,3082,Immune mediated myelitis,3083,C
1042,504366,Immune system disorders,10,Autoimmune disorders,70,Immune mediated polymyositis,3084,Immune mediated polymyositis,3085,C
1043,402009,Immune system disorders,10,Autoimmune disorders,70,Immune mediated thrombocytopenia,941,Immune mediated thrombocytopenia,2009,C
1044,402681,Immune system disorders,10,Autoimmune disorders,70,Immune-mediated polyarthropathy,1110,Immune-mediated polyarthritis,2681,C
1045,402682,Immune system disorders,10,Autoimmune disorders,70,Immune-mediated polyarthropathy,1110,Immune-mediated polyarthropathy,2682,C
1046,400509,Immune system disorders,10,Autoimmune disorders,70,Pemphigus,314,Pemphigus,509,C
1047,401225,Immune system disorders,10,Autoimmune disorders,70,Pemphigus,314,Pemphigus foliaceus,1225,C
1049,400510,Immune system disorders,10,Bursal disorders,71,Bursa of Fabricius degeneration,315,Bursa of Fabricius degeneration,510,A
1050,400511,Immune system disorders,10,Bursal disorders,71,Bursa of Fabricius inflammation,316,Bursa of Fabricius inflammation,511,A
1051,504368,Immune system disorders,10,Bursal disorders,71,Bursa of Fabricius lymphocyte depletion,3086,Bursa of Fabricius lymphocyte depletion,3087,A
1052,402587,Immune system disorders,10,Other immune system disorders,73,Demodicosis,1167,Demodicosis,2587,C
1053,402849,Immune system disorders,10,Other immune system disorders,73,Other immune system disorder NOS,322,Opportunistic infection NOS,2849,C
1054,400522,Immune system disorders,10,Other immune system disorders,73,Other immune system disorder NOS,322,Other immune system disorder NOS,522,C
1055,401897,Immune system disorders,10,Other immune system disorders,73,Other immune system disorder NOS,322,Persistent infection,1897,C
1056,400523,Immune system disorders,10,Other immune system disorders,73,Sarcoidosis,323,Sarcoidosis,523,C
1057,402588,Investigations,34,Abnormal cytology,264,Abnormal cytology,1089,Abnormal cytology,2588,C
1058,402070,Investigations,34,Abnormal imaging,266,Abnormal radiograph finding,1091,Abnormal radiograph finding,2070,C
1059,402069,Investigations,34,Abnormal imaging,266,Abnormal ultrasound finding,1093,Abnormal ultrasound finding,2069,C
1060,402683,Investigations,34,Abnormal physical examination,270,Abnormal rectal palpation,1111,Abnormal rectal palpation,2683,C
1061,402663,Investigations,34,Adrenal investigations,253,Abnormal adrenocorticotropic hormone (ACTH) stimulation test,1042,Abnormal adrenocorticotropic hormone (ACTH) stimulation test,2663,C
1062,402662,Investigations,34,Adrenal investigations,253,Abnormal dexamethasone suppression test,1041,Abnormal dexamethasone suppression test,2662,C
1063,402624,Investigations,34,Adrenal investigations,253,Hypercortisolaemia,1043,Hypercortisolaemia,2624,C
1064,402625,Investigations,34,Adrenal investigations,253,Hypocortisolaemia,1044,Hypocortisolaemia,2625,C
1065,400146,Investigations,34,Bone marrow investigations,246,Aplastic anaemia,86,Aplastic anaemia,146,C
1066,401882,Investigations,34,Bone marrow investigations,246,Bone marrow disorder NOS,877,Bone marrow disorder NOS,1882,C
1067,400149,Investigations,34,Bone marrow investigations,246,Bone marrow hypoplasia,1022,Bone marrow aplasia,149,C
1068,402385,Investigations,34,Bone marrow investigations,246,Bone marrow hypoplasia,1022,Bone marrow hypoplasia,2385,C
1069,400150,Investigations,34,Bone marrow investigations,246,Bone marrow hypoplasia,1022,Bone marrow suppression,150,C
1070,402114,Investigations,34,Bone marrow investigations,246,Bone marrow hypoplasia,1022,Pancytopenia,2114,C
1071,402850,Investigations,34,Cardiac investigations,278,Abnormal echocardiogram,1169,Abnormal echocardiogram,2850,C
1072,402158,Investigations,34,Cardiac investigations,278,Abnormal electrocardiogram (ECG),1168,Abnormal electrocardiogram (ECG),2158,C
